,acreana,acrocephala,acuminata,alata,alba,aria,auristellae,bourgonii,brachyrhachis.aff,brachystachys,brachystachys.aff,brevialata,brevipes,capitata12,capitata33,capitata35,cayennensis,chartacea,cinnamomea,cocleensis,cordatoalata,coruscans,cylindrica,edulis,fastuosa,flagelliformis,fosteriana,glomeriflora,goldmanii,gracilifolia,grandiflora,heterophylla,huberi,ingoides,jenmanii,kursarii,LA17,LA41,LA48,lateriflora,laurina,leiocalycina,leiocalycina.aff,lomatophylla,longiflora,longipedunculata,loubryana,M18,M25,M27,M30,M71,marginata,melinonis,microcoma,multinervis,nobilis,nouragensis,obidensis,oerstediana,paraensis,pezizifera,pezizifera.aff,pitmanii,poeppigiana,punctata,retinocarpa,rubiginosa,ruiziana,sapindoides,sertulifera,setosa,spectabilis,splendens,stipularis,striata,suaveolens,subcapitata,T18,T21,T29,T50,T51,T82,T85,tenuistipula,thibaudiana,tomentosa,ulei,umbellifera,umbellifera.aff,umbratica,velutina,venusta,vera,virgultosa,vismiifolia,Zygia_mediana
poeppigiana,0.082262792,0.045326444,0.440229785,0.167580108,0.147886831,0.442884476,0.14394085,0.215001607,0.210766941,0.225183197,0.307833156,0.248012697,0.249364939,0.283165912,0.23147772,0.278882988,0.246378792,0.101691476,0.169272355,0.420822105,0.207682278,0.368219323,0.43578369,0.271448394,0.203933218,0.141960181,0.137893007,0.219544921,0.255451007,0.314842046,0.477975971,0.202843655,0.176546211,0.210591898,0.364855426,0.280726015,0.207720315,0.314969474,0.212496704,0.244112464,0.253017524,0.23101504,0.194750484,0.189103544,0.364699592,0.445942488,0.121045779,0.19800607,0.129699001,0.388013191,0.225899856,0.237605988,0.199381103,0.036704824,0.136948938,0.043770131,0.203004958,0.149623379,0.267401631,0.423316573,0.382944834,0.179797622,0.21692994,0.071743807,1,0.277742437,0.473222357,0.406686839,0.43156041,0.050253648,0.30117907,0.365384447,0.357655947,0.424099909,0.278601138,0.119722976,0.204050499,0.206625382,0.033518654,0.223514354,0.226838168,0.220401157,0.110421559,0.233206495,0.105576492,0.158068534,0.264251632,0.074744979,0.296780711,0.198569449,0.211547234,0.220663188,0.087943016,0.452094251,0.464575484,0.210617749,0.20192578,0.465592445
punctata,0.074007206,0.052256376,0.151415147,0.165280786,0.226331371,0.17045451,0.174557309,0.211101438,0.148251174,0.131002107,0.138220502,0.16024161,0.140082515,0.134133727,0.150177886,0.138529301,0.155627773,0.124380467,0.160842835,0.163868333,0.182830301,0.126926063,0.167094816,0.347765813,0.226211805,0.151235384,0.132577378,0.146550749,0.229521773,0.123275485,0.223672395,0.111005378,0.160184614,0.084811858,0.192117476,0.100192984,0.13189615,0.132465686,0.154992997,0.175855731,0.144509304,0.312880197,0.13638857,0.14326231,0.277747291,0.199806976,0.124169505,0.1362669,0.122084529,0.196102762,0.168742897,0.226514913,0.27181735,0.039859399,0.132447996,0.049227328,0.184002184,0.086977949,0.144384922,0.211014061,0.181864729,0.171409122,0.104439079,0.083996619,0.277742437,1,0.184452791,0.406417138,0.185318619,0.064671512,0.170038041,0.132072412,0.196770989,0.220000243,0.176293229,0.145534928,0.128869107,0.06379914,0.03186729,0.163249229,0.094262407,0.213769654,0.081636009,0.241829813,0.069021735,0.146896929,0.432821668,0.078992432,0.120306833,0.158555399,0.169684752,0.158695452,0.089177467,0.198073713,0.175390964,0.108468382,0.153527214,0.27284712
retinocarpa,0.058442212,0.036607446,0.453001119,0.160686799,0.094353996,0.667615541,0.111671501,0.207013491,0.227065001,0.329480031,0.283799259,0.256893726,0.285488048,0.343163242,0.25275607,0.331230624,0.23461955,0.076260429,0.162864121,0.515055321,0.125548791,0.365537218,0.322471094,0.222367205,0.209015697,0.124817177,0.113767697,0.169047437,0.217886556,0.315644539,0.480864865,0.278016308,0.117341031,0.285337488,0.434119347,0.332763204,0.160025151,0.219548055,0.154127435,0.331831104,0.342391468,0.148739402,0.177501253,0.240125592,0.306200778,0.562472893,0.125157022,0.225938535,0.131202661,0.352882852,0.219644457,0.168115699,0.144382517,0.045766883,0.161693953,0.044985469,0.158734152,0.152397889,0.439191755,0.466938021,0.505618888,0.185711544,0.244208446,0.058230145,0.473222357,0.184452791,1,0.249797065,0.590663544,0.033591563,0.406247266,0.369250783,0.419940524,0.591007531,0.178728301,0.068345496,0.121038157,0.168133504,0.046647899,0.128551621,0.236502496,0.185230766,0.139626991,0.133506784,0.074303256,0.121867992,0.216238691,0.044932542,0.4636379,0.165129681,0.206824594,0.20852023,0.08158369,0.540026054,0.653245125,0.24124011,0.174384884,0.422017226
rubiginosa,0.070076246,0.045507447,0.176663586,0.177358068,0.193086134,0.205727048,0.180574934,0.153895883,0.173572478,0.122521499,0.132270861,0.124082885,0.09813308,0.142310172,0.174582847,0.152169101,0.140399792,0.104794817,0.117284476,0.177148848,0.235474945,0.131294995,0.192805431,0.317569981,0.156865621,0.103006999,0.087928731,0.175590577,0.179966636,0.135332662,0.23133995,0.099015592,0.21273572,0.078019602,0.20960905,0.110965505,0.150068349,0.122648182,0.107649426,0.119616754,0.139307143,0.243800091,0.136219522,0.111237498,0.400197415,0.235547641,0.139259403,0.115250185,0.121150574,0.213230064,0.174825714,0.158770219,0.206879607,0.032824251,0.086149927,0.034731634,0.131644413,0.076048975,0.141444178,0.210267925,0.179033344,0.132143999,0.097208469,0.0631776,0.406686839,0.406417138,0.249797065,1,0.211913256,0.056439841,0.168164579,0.140088437,0.185767708,0.221387053,0.183844798,0.112914158,0.124831574,0.06361456,0.025412775,0.215101207,0.09778993,0.239350648,0.070406528,0.200013917,0.085442348,0.115286823,0.372702198,0.054927209,0.116811404,0.160363343,0.130785352,0.148010425,0.057321015,0.216902836,0.218097848,0.112248992,0.126983656,0.288506144
ruiziana,0.072130668,0.038902008,0.435409877,0.149234341,0.084513461,0.564134349,0.103556707,0.243960242,0.229034712,0.321548718,0.286928626,0.296167363,0.27113576,0.332510952,0.256279031,0.345343009,0.249961141,0.07385483,0.225216595,0.519705931,0.118657113,0.410040008,0.387435279,0.223145914,0.195691396,0.123724082,0.137781206,0.170265322,0.244527949,0.347917335,0.499234216,0.263735981,0.10275259,0.271265275,0.405792911,0.329473395,0.168816111,0.273195222,0.180266564,0.370098598,0.319970204,0.168685905,0.219043971,0.288466047,0.250446018,0.519051198,0.126427168,0.233828687,0.108677286,0.35572502,0.258249672,0.174135378,0.149186474,0.077767705,0.190317103,0.070777339,0.169486995,0.183976668,0.353103494,0.578681937,0.492710886,0.22666522,0.276447802,0.126556933,0.43156041,0.185318619,0.590663544,0.211913256,1,0.040732706,0.381526599,0.426226119,0.452108448,0.585388986,0.197339035,0.072454974,0.178831468,0.174407267,0.077715731,0.124391852,0.255420491,0.176574307,0.169532786,0.13420599,0.127691205,0.147952083,0.199899886,0.117617237,0.370941943,0.173199287,0.227499578,0.220610257,0.089212214,0.540451848,0.639221342,0.226280848,0.200327975,0.428397841
sapindoides,0.063242827,0.04772904,0.033888197,0.050599169,0.202923484,0.036207087,0.110822111,0.045505611,0.027004236,0.031619907,0.036780503,0.041015007,0.036229791,0.029381349,0.028450946,0.026710899,0.052373142,0.057866479,0.045746074,0.041385112,0.046920049,0.04250893,0.054119726,0.059965374,0.04405858,0.036596232,0.030157576,0.034715788,0.039000469,0.035940314,0.044559824,0.028720986,0.049555557,0.073488568,0.039547381,0.028959309,0.028053383,0.042320514,0.034623316,0.033269448,0.035393187,0.066792654,0.034425485,0.089900881,0.052541426,0.047289391,0.033741409,0.04473996,0.034474649,0.040310094,0.039612313,0.047024582,0.088214722,0.0457045,0.045196984,0.046921483,0.038861313,0.055346243,0.032353495,0.040863991,0.040468073,0.040794677,0.044383008,0.059507057,0.050253648,0.064671512,0.033591563,0.056439841,0.040732706,1,0.036360359,0.04524194,0.0350427,0.034857146,0.036612888,0.159881805,0.039499828,0.022952525,0.045103598,0.023339577,0.03964434,0.034393194,0.038108905,0.046887667,0.026669952,0.038939129,0.077039497,0.040899482,0.026716163,0.037288991,0.038393198,0.03822472,0.020797086,0.043790514,0.036295219,0.029290188,0.034382404,0.047579236
sertulifera,0.062238484,0.038536894,0.287624917,0.154041146,0.213826541,0.384422319,0.10467654,0.170107593,0.171523609,0.635013097,0.601629637,0.47661934,0.41911624,0.310723688,0.191030674,0.284291767,0.191019648,0.076881574,0.147583579,0.341829001,0.11261804,0.255101544,0.282077498,0.200312433,0.210868581,0.303979072,0.097704302,0.150321611,0.199250428,0.29074246,0.392004965,0.60408939,0.116569144,0.274219862,0.640918581,0.275124072,0.146548087,0.211307757,0.14038312,0.324394806,0.629547726,0.133608794,0.125659935,0.228231011,0.192390217,0.347684496,0.374802492,0.212688268,0.320616836,0.523096472,0.167467801,0.137361759,0.141126339,0.03051739,0.17442728,0.042366465,0.152994267,0.118523816,0.60544886,0.331401616,0.394102284,0.225244991,0.267384514,0.083268699,0.30117907,0.170038041,0.406247266,0.168164579,0.381526599,0.036360359,1,0.24972593,0.346088468,0.417455753,0.141530788,0.081574745,0.104081646,0.117050171,0.033422962,0.128298965,0.180421554,0.188231737,0.092499585,0.126209787,0.046788653,0.110263963,0.166802633,0.040005955,0.352728801,0.296530786,0.129091419,0.470080417,0.095575233,0.346975707,0.383084836,0.493954951,0.126500287,0.40420162
setosa,0.056012601,0.021849057,0.402710383,0.096744108,0.069602875,0.462907292,0.066446104,0.203892977,0.142143749,0.205192386,0.224058121,0.314079669,0.228801393,0.317030392,0.171041092,0.303149151,0.359636125,0.044567813,0.2457882,0.570721935,0.080891897,0.373318548,0.376205758,0.145083974,0.165100584,0.104138385,0.152768059,0.116012111,0.201188722,0.281251849,0.413319059,0.249043962,0.063780623,0.251417456,0.284854849,0.266791403,0.124663496,0.446580776,0.156739934,0.313799144,0.237167179,0.118348367,0.197033102,0.286155097,0.161032277,0.467439214,0.085202958,0.198656627,0.106768249,0.264451261,0.250525303,0.139193546,0.111415831,0.053302755,0.202372086,0.050432592,0.164275557,0.181609089,0.206976735,0.533659777,0.462727613,0.185874575,0.302798363,0.092448772,0.365384447,0.132072412,0.369250783,0.140088437,0.426226119,0.04524194,0.24972593,1,0.357427618,0.437392446,0.12238552,0.062815357,0.299700038,0.17920827,0.056582878,0.073636631,0.24277676,0.098721311,0.168662695,0.094167254,0.296106779,0.11733322,0.141630981,0.106246884,0.370131725,0.120032525,0.172238887,0.180732118,0.130890095,0.389111234,0.511760037,0.153763437,0.179402446,0.383005942
spectabilis,0.057858975,0.033349603,0.341100776,0.229188361,0.103547294,0.413545834,0.097687922,0.171689907,0.357020789,0.332770951,0.255813716,0.263346129,0.231970315,0.446949102,0.388206812,0.515848904,0.333516113,0.069177758,0.163450236,0.391043425,0.13239019,0.330580416,0.314494832,0.206092737,0.196929208,0.200604376,0.100724798,0.181461079,0.204854136,0.309871246,0.424336007,0.31477013,0.123120517,0.220209544,0.330202995,0.297097719,0.169733238,0.233097233,0.114063541,0.391217442,0.346448757,0.140601528,0.17313623,0.370156611,0.23748555,0.403538822,0.17492776,0.353487315,0.164831504,0.344013868,0.15554694,0.110707804,0.118949604,0.039851602,0.12360125,0.042097773,0.24803189,0.133261104,0.345192814,0.428145262,0.55021329,0.22125336,0.25354414,0.081112648,0.357655947,0.196770989,0.419940524,0.185767708,0.452108448,0.0350427,0.346088468,0.357427618,1,0.481627527,0.149120187,0.070771995,0.125887707,0.158904737,0.040325328,0.127686268,0.205566981,0.174658302,0.132586916,0.129275603,0.082264177,0.109925857,0.213093273,0.050027145,0.330275858,0.147729834,0.155444579,0.18088566,0.066202749,0.431265348,0.437353509,0.253550341,0.134515506,0.450605289
splendens,0.057416066,0.040430136,0.490675219,0.165251046,0.099675239,0.584550829,0.105555984,0.196722413,0.231886957,0.327219295,0.283426657,0.325516859,0.296074274,0.419190394,0.262244661,0.405039663,0.227332766,0.087458722,0.253217515,0.547745875,0.126718202,0.333798384,0.324305276,0.248736997,0.189504759,0.14549797,0.134939656,0.160686162,0.216896649,0.33419643,0.455274253,0.335074507,0.108275807,0.263707508,0.384486175,0.326252278,0.161165798,0.258653441,0.142912794,0.383458027,0.386534696,0.174688941,0.145679149,0.262475103,0.252737669,0.614692674,0.153748679,0.195890896,0.131636217,0.35550451,0.198988317,0.153801988,0.135844553,0.046420404,0.172603756,0.051662385,0.166004404,0.114591193,0.385596817,0.474604278,0.538649216,0.231832183,0.277069804,0.108310057,0.424099909,0.220000243,0.591007531,0.221387053,0.585388986,0.034857146,0.417455753,0.437392446,0.481627527,1,0.138084688,0.068230152,0.17448536,0.15402349,0.036290282,0.131890503,0.196882193,0.196948775,0.11391223,0.13851104,0.078059535,0.167800183,0.223273434,0.079934975,0.423022457,0.168979587,0.206870725,0.197032158,0.094977678,0.48812533,0.625712707,0.256429174,0.15658359,0.493464045
stipularis,0.071207823,0.040470257,0.111445826,0.114883705,0.11269008,0.181154622,0.084901121,0.196638014,0.125591827,0.117218549,0.156007854,0.164274294,0.118247379,0.129065673,0.124991194,0.120148462,0.17503543,0.076364055,0.165760247,0.150997862,0.192818058,0.141901926,0.27378033,0.18887319,0.225163492,0.130951132,0.096000931,0.185679739,0.21823123,0.141325546,0.194681373,0.071670901,0.159348401,0.091572679,0.183576471,0.097290238,0.159862943,0.171592155,0.167258001,0.121267744,0.108029056,0.169161745,0.21847066,0.144292139,0.154736592,0.154786955,0.085706943,0.12414078,0.092629745,0.238578688,0.159450259,0.168168145,0.122152756,0.042466365,0.114496547,0.046403256,0.153316211,0.110321188,0.131949855,0.197306147,0.176512732,0.128686654,0.078620182,0.07160218,0.278601138,0.176293229,0.178728301,0.183844798,0.197339035,0.036612888,0.141530788,0.12238552,0.149120187,0.138084688,1,0.120355708,0.180881919,0.063017258,0.048951258,0.391919493,0.11629463,0.211730217,0.112412794,0.328254943,0.094637863,0.098845576,0.15152573,0.054664025,0.118855131,0.200266539,0.162523252,0.172953036,0.064941635,0.22489025,0.196456572,0.104080358,0.174629348,0.254924037
striata,0.095266155,0.059042808,0.054009172,0.10805291,0.198372238,0.065284256,0.121767397,0.111121411,0.058499208,0.075272537,0.081118667,0.087502915,0.053710259,0.060597923,0.059469177,0.056216916,0.090218575,0.079437326,0.075235101,0.069083877,0.087416791,0.074653436,0.112523985,0.129321772,0.104355295,0.068825355,0.034661797,0.078684562,0.093738283,0.05476796,0.082846893,0.055205141,0.091671884,0.12956187,0.086985221,0.040281137,0.067188198,0.070697358,0.074131095,0.055659281,0.070803463,0.166532275,0.09876523,0.108334494,0.085681666,0.092261265,0.06635923,0.068996884,0.061471081,0.097420597,0.065284905,0.120780697,0.177040807,0.042466113,0.076244915,0.0467008,0.071738209,0.085072483,0.067501337,0.074512472,0.078966551,0.065044037,0.072999457,0.06681425,0.119722976,0.145534928,0.068345496,0.112914158,0.072454974,0.159881805,0.081574745,0.062815357,0.070771995,0.068230152,0.120355708,1,0.088044111,0.024913894,0.043565252,0.111205315,0.057400566,0.08958012,0.075545682,0.209196391,0.046476958,0.04839382,0.126600205,0.056883444,0.042521727,0.078737811,0.068502063,0.087461348,0.02196466,0.081053879,0.070348508,0.060260596,0.064588171,0.113866562
suaveolens,0.0701154,0.026128799,0.19271411,0.061334659,0.069865038,0.1888906,0.05261398,0.270887657,0.064556924,0.064412687,0.152231563,0.12729679,0.128892793,0.069374248,0.064421766,0.064884175,0.263753507,0.054629742,0.198051862,0.307962907,0.083552986,0.216187602,0.220181282,0.111668271,0.202981923,0.109610788,0.139964191,0.101475935,0.197537712,0.093966465,0.193310171,0.055813759,0.061219593,0.138175264,0.123552911,0.089301442,0.086499973,0.36698198,0.180217281,0.117227249,0.06973826,0.141421969,0.364207132,0.171203336,0.095748252,0.309571915,0.04904715,0.132427808,0.064733275,0.147680283,0.196276616,0.186093063,0.100471797,0.073932057,0.230785154,0.07273605,0.155685936,0.138931322,0.080329184,0.216641266,0.111441369,0.138226989,0.143332978,0.092076523,0.204050499,0.128869107,0.121038157,0.124831574,0.178831468,0.039499828,0.104081646,0.299700038,0.125887707,0.17448536,0.180881919,0.088044111,1,0.061640954,0.07959537,0.080809526,0.125176127,0.092445906,0.243137024,0.156596888,0.441764978,0.132272182,0.108314013,0.183135433,0.117017502,0.122510196,0.194652922,0.141976492,0.155325468,0.179081976,0.154525665,0.065911051,0.18725303,0.160424472
subcapitata,0.028038944,0.01080307,0.17025983,0.05328692,0.037617512,0.171983015,0.037995691,0.063446397,0.089587934,0.090764919,0.128164924,0.116155018,0.117525355,0.137329994,0.108035196,0.135136767,0.121838225,0.022158915,0.066623944,0.177505089,0.052222342,0.172919005,0.169664332,0.076339344,0.066052034,0.057809363,0.077881036,0.080319316,0.071285457,0.159997952,0.18508651,0.099633503,0.036049283,0.096633662,0.136587512,0.149126143,0.08590233,0.157258464,0.090087868,0.119937869,0.108854806,0.056813312,0.052205917,0.114466053,0.106455415,0.154374023,0.04240416,0.123409111,0.07051422,0.132010987,0.068594205,0.06385885,0.058020218,0.014184789,0.057830851,0.017006732,0.086392504,0.08096337,0.108894808,0.179486864,0.170199946,0.129783266,0.106556751,0.029171145,0.206625382,0.06379914,0.168133504,0.06361456,0.174407267,0.022952525,0.117050171,0.17920827,0.158904737,0.15402349,0.063017258,0.024913894,0.061640954,1,0.015571505,0.039787585,0.127142196,0.064427914,0.034369256,0.04797133,0.042930152,0.063945692,0.090454045,0.024375674,0.150449755,0.066372081,0.070224596,0.09948876,0.046407633,0.182930599,0.183417619,0.087264195,0.06786879,0.169504354
T18,0.171988615,0.2432745,0.032524364,0.037567475,0.028678995,0.052415231,0.186656188,0.11992888,0.01311325,0.043362702,0.033480329,0.053384878,0.038086605,0.017425836,0.013347763,0.014000676,0.056196658,0.230877162,0.090870316,0.06348773,0.01720929,0.115716466,0.103605684,0.02522582,0.104707161,0.038261546,0.092954509,0.025919595,0.05888899,0.021897646,0.079779339,0.018933021,0.019548324,0.079072929,0.050571558,0.021128604,0.020713187,0.058161507,0.056340522,0.046486087,0.030812309,0.02898029,0.094667182,0.112847734,0.020481863,0.06110332,0.020207958,0.144815047,0.026326827,0.049038193,0.066466257,0.048595246,0.094459384,0.476273622,0.080928849,0.581995664,0.049085699,0.169824167,0.04940909,0.091060428,0.055336782,0.035392486,0.087543537,0.360977722,0.033518654,0.03186729,0.046647899,0.025412775,0.077715731,0.045103598,0.033422962,0.056582878,0.040325328,0.036290282,0.048951258,0.043565252,0.07959537,0.015571505,1,0.013608095,0.168238443,0.017351553,0.113833013,0.022735954,0.069955744,0.049307677,0.027824773,0.341606166,0.035869392,0.033941602,0.06751923,0.054067293,0.101695537,0.045149989,0.03096928,0.026442385,0.072078163,0.035102777
T21,0.052078663,0.037342829,0.074108272,0.142075231,0.122566608,0.116816174,0.087758624,0.105358735,0.175444747,0.095292434,0.128492881,0.097854789,0.062558563,0.137012665,0.175948089,0.156631699,0.057273509,0.072068128,0.086498976,0.083079884,0.212513625,0.08099189,0.157846256,0.198935485,0.105431858,0.063323965,0.047487572,0.202879144,0.134845592,0.074836215,0.12197136,0.078413436,0.251900055,0.051046797,0.114530286,0.0600194,0.168896914,0.088644136,0.083355265,0.068482116,0.113674852,0.131222077,0.120566687,0.069138488,0.182787068,0.113929216,0.106084093,0.059225288,0.07013533,0.168975947,0.05726444,0.077735605,0.096736456,0.018419154,0.042807552,0.02280766,0.092700678,0.049075682,0.092832584,0.100731014,0.123912677,0.093582087,0.063174252,0.048000131,0.223514354,0.163249229,0.128551621,0.215101207,0.124391852,0.023339577,0.128298965,0.073636631,0.127686268,0.131890503,0.391919493,0.111205315,0.080809526,0.039787585,0.013608095,1,0.052304826,0.225702455,0.058494798,0.33461877,0.034421007,0.063751079,0.13849098,0.027982556,0.076351178,0.160167702,0.07259866,0.136651519,0.024996445,0.124021895,0.14133665,0.107039307,0.087203695,0.235722583
T29,0.104172833,0.05719934,0.236113851,0.088868225,0.069398542,0.245246402,0.109287602,0.192356847,0.097123228,0.154203704,0.175016981,0.209942442,0.19025524,0.142503575,0.11410083,0.14320411,0.192386133,0.077540732,0.124489683,0.268556738,0.060882126,0.302424613,0.321419545,0.09659406,0.201704692,0.096266748,0.281188887,0.098400774,0.161178698,0.188919778,0.259097027,0.133456613,0.060663548,0.21956357,0.241619147,0.169725724,0.093639108,0.172946747,0.138068611,0.153375402,0.149855237,0.084202883,0.132513357,0.205482681,0.111349916,0.228975624,0.062932154,0.355527186,0.099449984,0.219643924,0.149612254,0.13595567,0.158422745,0.115385547,0.153564504,0.136367101,0.114296719,0.339952086,0.179861919,0.283770161,0.24042593,0.142281457,0.212033657,0.153283225,0.226838168,0.094262407,0.236502496,0.09778993,0.255420491,0.03964434,0.180421554,0.24277676,0.205566981,0.196882193,0.11629463,0.057400566,0.125176127,0.127142196,0.168238443,0.052304826,1,0.07676373,0.150562265,0.061092204,0.104425957,0.090987214,0.105865042,0.191634308,0.202016401,0.103923082,0.160090403,0.172034353,0.302897248,0.237195731,0.232290176,0.126430984,0.167676892,0.213699141
T50,0.059555283,0.050745901,0.114497037,0.226340875,0.141070205,0.180633318,0.127485671,0.146269913,0.249667592,0.162443712,0.151643972,0.155115025,0.138461347,0.159516956,0.243178315,0.193107551,0.087666888,0.099255494,0.11029356,0.12526599,0.176809043,0.111380486,0.138179881,0.297125579,0.150389607,0.141275404,0.081182905,0.140323847,0.190691854,0.133231418,0.196772908,0.134729941,0.146213153,0.063589513,0.208893989,0.095098617,0.125318339,0.116977691,0.106885336,0.089726975,0.198316473,0.197525288,0.143384487,0.088445216,0.289945406,0.169380281,0.17337819,0.083956582,0.110196178,0.252040933,0.088598199,0.124624544,0.135243392,0.022212673,0.071817444,0.031735162,0.115019523,0.068984619,0.173082613,0.143311202,0.157454937,0.139256625,0.079659852,0.058504022,0.220401157,0.213769654,0.185230766,0.239350648,0.176574307,0.034393194,0.188231737,0.098721311,0.174658302,0.196948775,0.211730217,0.08958012,0.092445906,0.064427914,0.017351553,0.225702455,0.07676373,1,0.072678238,0.247923465,0.043654556,0.106720214,0.239211519,0.036284908,0.09872893,0.363843331,0.1270659,0.169139072,0.046950542,0.182749484,0.173980879,0.175857787,0.128058376,0.277454811
T51,0.069194009,0.044648415,0.119216344,0.081089076,0.064228653,0.148890843,0.065384661,0.275439667,0.06208379,0.113562001,0.090692129,0.19866652,0.119002224,0.065249457,0.062095609,0.060971805,0.154346313,0.067278715,0.211249082,0.171115311,0.058851308,0.298417675,0.256058354,0.073276697,0.159346221,0.152556385,0.083593087,0.078834843,0.136236624,0.063696487,0.19491067,0.05719269,0.065034661,0.15185821,0.131256181,0.058002172,0.068777095,0.198206995,0.147440485,0.114816991,0.083926462,0.080370027,0.416108174,0.184682086,0.068920163,0.147394978,0.068850289,0.212613334,0.051200984,0.14319175,0.161097458,0.138961362,0.10972951,0.126428819,0.197473853,0.103478698,0.139600103,0.315021706,0.129843731,0.207354077,0.156859788,0.079792664,0.157637325,0.093814939,0.110421559,0.081636009,0.139626991,0.070406528,0.169532786,0.038108905,0.092499585,0.168662695,0.132586916,0.11391223,0.112412794,0.075545682,0.243137024,0.034369256,0.113833013,0.058494798,0.150562265,0.072678238,1,0.082081118,0.153124595,0.097413883,0.084017378,0.225301437,0.089147742,0.097408902,0.249903547,0.130118266,0.089237605,0.117522941,0.095362967,0.07465752,0.188676566,0.10516651
T82,0.065743013,0.045276257,0.089790085,0.140091462,0.143790901,0.136604109,0.113838371,0.149932512,0.16292206,0.094743225,0.130641804,0.10724965,0.085216785,0.121333244,0.162501079,0.134029154,0.114660025,0.082699099,0.123656876,0.122912684,0.195800104,0.09909293,0.166053378,0.256800482,0.166722826,0.092824568,0.071126836,0.153037652,0.168097709,0.089252086,0.1456002,0.068414156,0.149510905,0.061823413,0.131034523,0.064017945,0.131198225,0.134281179,0.13239161,0.079456187,0.106066912,0.231974504,0.172149416,0.101844687,0.210700471,0.160885665,0.090721471,0.070976185,0.069490712,0.17440355,0.095958621,0.136943622,0.148010625,0.024730488,0.09484699,0.033193684,0.125645298,0.079813709,0.102860394,0.12392525,0.119576399,0.098507005,0.066274172,0.060410469,0.233206495,0.241829813,0.133506784,0.200013917,0.13420599,0.046887667,0.126209787,0.094167254,0.129275603,0.13851104,0.328254943,0.209196391,0.156596888,0.04797133,0.022735954,0.33461877,0.061092204,0.247923465,0.082081118,1,0.08573797,0.079995821,0.189015758,0.04710007,0.07212581,0.15421534,0.105019682,0.131383234,0.045676171,0.148018237,0.153361226,0.104237164,0.113341531,0.226805577
T85,0.03936919,0.014269929,0.098443416,0.035225305,0.03271482,0.172948025,0.028371383,0.175325089,0.030275944,0.032168678,0.056956618,0.066851613,0.085415149,0.036697117,0.030522157,0.035437447,0.228735116,0.027861652,0.140429587,0.26901467,0.036150303,0.156241994,0.125995463,0.05929368,0.125059932,0.063523524,0.108113173,0.055353118,0.111127612,0.067856102,0.135393814,0.031637199,0.030417669,0.10815504,0.073533172,0.072018303,0.0453701,0.339299973,0.09867778,0.065628778,0.034640042,0.08384707,0.223994217,0.152749457,0.075189343,0.33221433,0.026803685,0.102613828,0.038081194,0.102532491,0.199762819,0.099759804,0.060603348,0.057544948,0.162011054,0.055852259,0.089969029,0.110145872,0.047038822,0.195323491,0.083345525,0.059517999,0.103742188,0.071831837,0.105576492,0.069021735,0.074303256,0.085442348,0.127691205,0.026669952,0.046788653,0.296106779,0.082264177,0.078059535,0.094637863,0.046476958,0.441764978,0.042930152,0.069955744,0.034421007,0.104425957,0.043654556,0.153124595,0.08573797,1,0.073090643,0.057466058,0.138761007,0.133692345,0.056371046,0.114566816,0.083172615,0.100917022,0.103767325,0.148417896,0.033274608,0.117191621,0.093987435
tenuistipula,0.050154798,0.053869741,0.132333777,0.057493759,0.058271589,0.127235296,0.062736758,0.312959576,0.085257992,0.066377882,0.108443434,0.132742839,0.190196191,0.079160933,0.085854238,0.082923568,0.102307799,0.124731015,0.290163602,0.130119694,0.077378791,0.127728333,0.130022345,0.252045447,0.209493423,0.221876197,0.267891683,0.086359164,0.383049925,0.126851766,0.162558061,0.06455383,0.05963809,0.075246622,0.121388839,0.097518,0.087504314,0.146174276,0.197748302,0.105674945,0.081013408,0.224058017,0.116915451,0.133633251,0.112546922,0.11945836,0.053102369,0.086828579,0.056187568,0.106637901,0.123804901,0.161446433,0.087372091,0.032897991,0.152645195,0.058216097,0.188980632,0.080624042,0.088907003,0.136533953,0.121500531,0.127845391,0.075794072,0.131806229,0.158068534,0.146896929,0.121867992,0.115286823,0.147952083,0.038939129,0.110263963,0.11733322,0.109925857,0.167800183,0.098845576,0.04839382,0.132272182,0.063945692,0.049307677,0.063751079,0.090987214,0.106720214,0.097413883,0.079995821,0.073090643,1,0.107823465,0.0645331,0.087596573,0.139685686,0.320670634,0.119302023,0.137781905,0.132815081,0.119659938,0.088641802,0.238357145,0.13074878
